CaseID,Activity,Duration,Duration Float,Time to conclusion,Passed Time,Step
Case 3189,Resolve ticket,4 days 23:16:49,4.97,39.0321,44.0021,3
Case 3189,Closed,39 days 00:46:15,39.0321,0.0,44.0022,4
Case 458,Assign seriousness,0 days 00:00:00,0.0,54.0,0.0,1
Case 458,Take in charge ticket,6 days 05:14:41,6.2185,47.7815,15.0002,2
Case 458,Resolve ticket,32 days 18:45:02,32.7813,15.0002,47.7815,3
Case 458,Closed,15 days 00:00:16,15.0002,0.0,54.0,4
Case 686,Assign seriousness,0 days 00:00:00,0.0,48.0052,0.0,1
Case 686,Take in charge ticket,0 days 00:00:16,0.0002,48.005,47.8059,2
Case 686,Resolve ticket,0 days 04:46:39,0.1991,47.8059,48.005,3
Case 686,Closed,47 days 19:20:34,47.8059,0.0,48.0052,4
Case 4328,Assign seriousness,0 days 00:00:00,0.0,44.0029,0.0,1
Case 4328,Take in charge ticket,3 days 15:37:15,3.6509,40.352,38.0954,2
Case 4328,Resolve ticket,2 days 06:09:33,2.2566,38.0954,40.352,3
Case 4328,Closed,38 days 02:17:26,38.0954,0.0,44.0029,4
Case 4526,Assign seriousness,0 days 00:00:00,0.0,46.0074,0.0,1
Case 4526,Take in charge ticket,0 days 03:21:08,0.1397,45.8677,37.9379,2
Case 4526,Resolve ticket,7 days 22:18:55,7.9298,37.9379,45.8677,3
Case 4526,Closed,37 days 22:30:32,37.9379,0.0,46.0074,4
Case 3764,Assign seriousness,0 days 00:00:00,0.0,46.0009,0.0,1
Case 3764,Take in charge ticket,1 days 04:46:20,1.1988,44.8021,44.7464,2
Case 3764,Resolve ticket,0 days 01:20:15,0.0557,44.7464,44.8021,3
Case 3764,Closed,44 days 17:54:48,44.7464,0.0,46.0009,4
Case 2996,Assign seriousness,0 days 00:00:00,0.0,46.0071,0.0,1
Case 2996,Take in charge ticket,2 days 01:15:29,2.0524,43.9547,42.8803,2
Case 2996,Resolve ticket,1 days 01:47:12,1.0744,42.8803,43.9547,3
Case 2996,Closed,42 days 21:07:39,42.8803,0.0,46.0071,4
Case 2080,Assign seriousness,0 days 00:00:00,0.0,53.1895,0.0,1
Case 2080,Take in charge ticket,3 days 07:53:58,3.3291,49.8604,15.0002,2
Case 2080,Resolve ticket,34 days 20:38:45,34.8602,15.0002,49.8604,3
Case 2080,Closed,15 days 00:00:15,15.0002,0.0,53.1895,4
Case 3024,Assign seriousness,0 days 00:00:00,0.0,44.0054,0.0,1
Case 3024,Resolve ticket,0 days 00:01:40,0.0012,44.0042,44.0042,2
Case 3024,Closed,44 days 00:06:02,44.0042,0.0,44.0054,3
Case 22,Assign seriousness,0 days 00:00:00,0.0,50.0948,0.0,1
Case 22,Take in charge ticket,0 days 00:00:10,0.0001,50.0947,15.0001,2
Case 22,Wait,0 days 01:02:45,0.0436,50.0511,50.0511,3
Case 22,Resolve ticket,35 days 01:13:24,35.051,15.0001,50.0947,4
Case 22,Closed,15 days 00:00:10,15.0001,0.0,50.0948,5
Case 700,Assign seriousness,0 days 00:00:00,0.0,46.0053,0.0,1
Case 700,Resolve ticket,0 days 02:27:46,0.1026,45.9027,45.9027,2
Case 700,Closed,45 days 21:39:56,45.9027,0.0,46.0053,3
Case 2575,Assign seriousness,0 days 00:00:00,0.0,46.1593,0.0,1
Case 2575,Take in charge ticket,4 days 02:28:29,4.1031,42.0562,32.1048,2
Case 2575,Wait,7 days 05:31:47,7.2304,34.8258,34.8258,3
Case 2575,Resolve ticket,2 days 17:18:15,2.721,32.1048,42.0562,4
Case 2575,Closed,32 days 02:30:58,32.1048,0.0,46.1593,5
Case 1143,Assign seriousness,0 days 00:00:00,0.0,52.9995,0.0,1
Case 1143,Take in charge ticket,0 days 03:59:47,0.1665,52.833,51.106,2
Case 1143,Resolve ticket,1 days 17:26:55,1.727,51.106,52.833,3
Case 1143,Closed,51 days 02:32:39,51.106,0.0,52.9995,4
Case 4090,Assign seriousness,0 days 00:00:00,0.0,43.9976,0.0,1
Case 4090,Take in charge ticket,0 days 01:05:07,0.0452,43.9524,36.0847,2
Case 4090,Resolve ticket,7 days 20:49:31,7.8677,36.0847,43.9524,3
Case 4090,Closed,36 days 02:02:02,36.0847,0.0,43.9976,4
Case 472,Assign seriousness,0 days 00:00:00,0.0,50.0767,0.0,1
Case 472,Take in charge ticket,0 days 01:02:22,0.0433,50.0334,15.0002,2
Case 472,Resolve ticket,35 days 00:47:45,35.0332,15.0002,50.0334,3
Case 472,Closed,15 days 00:00:13,15.0002,0.0,50.0767,4
Case 1230,Assign seriousness,0 days 00:00:00,0.0,58.9692,0.0,1
Case 1230,Take in charge ticket,0 days 00:00:10,0.0001,58.9691,15.0002,2
Case 1230,Resolve ticket,43 days 23:15:10,43.9689,15.0002,58.9691,3
Case 1230,Closed,15 days 00:00:17,15.0002,0.0,58.9692,4
Case 2493,Assign seriousness,0 days 00:00:00,0.0,53.0014,0.0,1
Case 2493,Take in charge ticket,0 days 00:53:45,0.0373,52.9641,46.7177,2
Case 2493,Resolve ticket,6 days 05:54:46,6.2464,46.7177,52.9641,3
Case 2493,Closed,46 days 17:13:32,46.7177,0.0,53.0014,4
Case 1187,Assign seriousness,0 days 00:00:00,0.0,46.0059,0.0,1
Case 1187,Take in charge ticket,0 days 00:49:51,0.0346,45.9713,45.7018,2
Case 1187,Resolve ticket,0 days 06:28:01,0.2695,45.7018,45.9713,3
Case 1187,Closed,45 days 16:50:37,45.7018,0.0,46.0059,4
Case 1163,Assign seriousness,0 days 00:00:00,0.0,44.0012,0.0,1
Case 1163,Resolve ticket,0 days 00:00:22,0.0003,44.0009,44.0009,2
Case 1163,Closed,44 days 00:01:22,44.0009,0.0,44.0012,3
Case 1086,Assign seriousness,0 days 00:00:00,0.0,46.0068,0.0,1
Case 1086,Take in charge ticket,0 days 00:01:02,0.0007,46.0061,39.916,2
Case 1086,Resolve ticket,6 days 02:09:41,6.0901,39.916,46.0061,3
Case 1086,Closed,39 days 21:59:04,39.916,0.0,46.0068,4
Case 4430,Assign seriousness,0 days 00:00:00,0.0,38.9465,-0.0,1
Case 4430,Take in charge ticket,0 days 02:42:51,0.1131,38.8334,38.74,2
Case 4430,Resolve ticket,0 days 02:14:28,0.0934,38.74,38.8334,3
Case 4430,Closed,38 days 17:45:37,38.74,-0.0,38.9465,4
Case 3281,Assign seriousness,0 days 00:00:00,0.0,44.0014,-0.0,1
Case 3281,Take in charge ticket,0 days 21:44:27,0.9059,43.0955,43.0907,2
Case 3281,Resolve ticket,0 days 00:06:57,0.0048,43.0907,43.0955,3
Case 3281,Closed,43 days 02:10:40,43.0907,-0.0,44.0014,4
Case 3075,Assign seriousness,0 days 00:00:00,0.0,48.0052,0.0,1
Case 3075,Take in charge ticket,2 days 04:34:53,2.1909,45.8143,45.8142,2
Case 3075,Resolve ticket,0 days 00:00:12,0.0001,45.8142,45.8143,3
Case 3075,Closed,45 days 19:32:29,45.8142,0.0,48.0052,4
Case 652,Assign seriousness,0 days 00:00:00,0.0,38.7378,0.0,1
Case 652,Take in charge ticket,2 days 23:14:04,2.9681,35.7697,31.8,2
Case 652,Resolve ticket,3 days 23:16:21,3.9697,31.8,35.7697,3
Case 652,Closed,31 days 19:12:03,31.8,0.0,38.7378,4
Case 3371,Assign seriousness,0 days 00:00:00,0.0,38.7204,0.0,1
Case 3371,Take in charge ticket,0 days 22:41:31,0.9455,37.7749,31.796,2
Case 3371,Wait,1 days 19:34:13,1.8154,35.9595,35.9595,3
Case 3371,Resolve ticket,4 days 03:55:26,4.1635,31.796,37.7749,4
Case 3371,Closed,31 days 19:06:16,31.796,0.0,38.7204,5
Case 4444,Assign seriousness,0 days 00:00:00,0.0,39.6974,0.0,1
Case 4444,Take in charge ticket,7 days 00:16:45,7.0116,32.6858,30.0002,2
Case 4444,Resolve ticket,2 days 16:27:14,2.6856,30.0002,32.6858,3
Case 4444,Closed,30 days 00:00:19,30.0002,0.0,39.6974,4
Case 788,Assign seriousness,0 days 00:00:00,0.0,38.7566,0.0,1
Case 788,Take in charge ticket,0 days 21:36:49,0.9006,37.856,35.8408,2
Case 788,Wait,1 days 20:20:09,1.8473,36.0087,36.0087,3
Case 788,Resolve ticket,0 days 04:01:45,0.1679,35.8408,37.856,4
Case 788,Closed,35 days 20:10:47,35.8408,0.0,38.7566,5
Case 1038,Assign seriousness,0 days 00:00:00,0.0,38.6975,0.0,1
Case 1038,Take in charge ticket,0 days 22:03:45,0.9193,37.7782,37.7642,2
Case 1038,Resolve ticket,0 days 00:20:08,0.014,37.7642,37.7782,3
Case 1038,Closed,37 days 18:20:28,37.7642,0.0,38.6975,4
Case 1722,Assign seriousness,0 days 00:00:00,0.0,44.0047,0.0,1
Case 1722,Take in charge ticket,1 days 23:50:29,1.9934,42.0113,37.2768,2
Case 1722,Resolve ticket,4 days 17:37:37,4.7345,37.2768,42.0113,3
Case 1722,Closed,37 days 06:38:36,37.2768,0.0,44.0047,4
Case 3769,Assign seriousness,0 days 00:00:00,0.0,44.0033,0.0,1
Case 3769,Take in charge ticket,1 days 23:48:03,1.9917,42.0116,37.276,2
Case 3769,Resolve ticket,4 days 17:39:17,4.7356,37.276,42.0116,3
Case 3769,Closed,37 days 06:37:30,37.276,0.0,44.0033,4
Case 1880,Assign seriousness,0 days 00:00:00,0.0,46.0019,0.0,1
Case 1880,Take in charge ticket,2 days 19:16:40,2.8032,43.1987,36.2061,2
Case 1880,Resolve ticket,6 days 23:49:19,6.9926,36.2061,43.1987,3
Case 1880,Closed,36 days 04:56:46,36.2061,0.0,46.0019,4
Case 586,Assign seriousness,0 days 00:00:00,0.0,46.006,-0.0,1
Case 586,Take in charge ticket,1 days 23:32:35,1.981,44.025,36.1052,2
Case 586,Resolve ticket,7 days 22:04:31,7.9198,36.1052,44.025,3
Case 586,Closed,36 days 02:31:32,36.1052,-0.0,46.006,4
Case 2029,Assign seriousness,0 days 00:00:00,0.0,48.9252,0.0,1
Case 2029,Take in charge ticket,29 days 22:00:59,29.9173,19.0079,15.0001,2
Case 2029,Resolve ticket,4 days 00:11:10,4.0078,15.0001,19.0079,3
Case 2029,Closed,15 days 00:00:09,15.0001,0.0,48.9252,4
Case 93,Assign seriousness,0 days 00:00:00,0.0,46.0053,0.0,1
Case 93,Take in charge ticket,5 days 02:36:10,5.1084,40.8969,37.6642,2
Case 93,Resolve ticket,3 days 05:35:03,3.2327,37.6642,40.8969,3
Case 93,Closed,37 days 15:56:26,37.6642,0.0,46.0053,4
Case 2124,Assign seriousness,0 days 00:00:00,0.0,44.0058,0.0,1
Case 2124,Resolve ticket,0 days 00:01:52,0.0013,44.0045,44.0045,2
Case 2124,Closed,44 days 00:06:26,44.0045,0.0,44.0058,3
Case 3025,Assign seriousness,0 days 00:00:00,0.0,44.0045,0.0,1
Case 3025,Take in charge ticket,1 days 22:40:37,1.9449,42.0596,34.9127,2
Case 3025,Resolve ticket,7 days 03:31:33,7.1469,34.9127,42.0596,3
Case 3025,Closed,34 days 21:54:21,34.9127,0.0,44.0045,4
Case 4096,Assign seriousness,0 days 00:00:00,0.0,38.0049,0.0,1
Case 4096,Take in charge ticket,0 days 00:21:32,0.015,37.9899,35.938,2
Case 4096,Resolve ticket,2 days 01:14:40,2.0519,35.938,37.9899,3
Case 4096,Closed,35 days 22:30:42,35.938,0.0,38.0049,4
Case 2259,Insert ticket,0 days 00:00:00,0.0,37.7269,-0.0,1
Case 2259,Assign seriousness,0 days 00:00:27,0.0003,37.7266,37.7076,2
Case 2259,Take in charge ticket,0 days 00:00:07,0.0001,37.7265,37.7265,3
Case 2259,Resolve ticket,0 days 00:27:11,0.0189,37.7076,37.7266,4
Case 2259,Closed,37 days 16:58:56,37.7076,-0.0,37.7269,5
Case 4053,Assign seriousness,0 days 00:21:23,0.0148,43.992,0.0,1
Case 4053,Take in charge ticket,0 days 15:07:27,0.6302,43.3618,43.3527,2
Case 4053,Resolve ticket,0 days 00:13:04,0.0091,43.3527,43.3618,3
Case 4053,Closed,43 days 08:27:51,43.3527,0.0,43.992,4
Case 126,Assign seriousness,32 days 21:54:19,32.9127,15.0344,-0.0,1
Case 126,Resolve ticket,0 days 00:49:15,0.0342,15.0002,15.0002,2
Case 126,Closed,15 days 00:00:18,15.0002,-0.0,15.0344,3
Case 2386,Assign seriousness,0 days 00:00:00,0.0,44.0028,0.0,1
Case 2386,Take in charge ticket,1 days 19:18:06,1.8042,42.1986,37.3497,2
Case 2386,Resolve ticket,4 days 20:22:25,4.8489,37.3497,42.1986,3
Case 2386,Closed,37 days 08:23:38,37.3497,0.0,44.0028,4
Case 972,Assign seriousness,0 days 00:00:00,0.0,46.0012,0.0,1
Case 972,Take in charge ticket,0 days 16:37:21,0.6926,45.3086,41.1482,2
Case 972,Resolve ticket,4 days 03:51:00,4.1604,41.1482,45.3086,3
Case 972,Closed,41 days 03:33:22,41.1482,0.0,46.0012,4
Case 497,Assign seriousness,0 days 00:00:00,0.0,44.9292,0.0,1
Case 497,Take in charge ticket,1 days 19:14:22,1.8016,43.1276,30.0003,2
Case 497,Resolve ticket,13 days 03:03:20,13.1273,30.0003,43.1276,3
Case 497,Closed,30 days 00:00:26,30.0003,0.0,44.9292,4
Case 938,Assign seriousness,0 days 00:00:00,0.0,42.0743,0.0,1
Case 938,Take in charge ticket,0 days 00:06:17,0.0044,42.0699,30.0002,2
Case 938,Wait,0 days 23:51:45,0.9943,41.0756,41.0756,3
Case 938,Resolve ticket,11 days 01:48:38,11.0754,30.0002,42.0699,4
Case 938,Closed,30 days 00:00:14,30.0002,0.0,42.0743,5
Case 1566,Assign seriousness,0 days 00:00:00,0.0,38.0041,0.0,1
Case 1566,Take in charge ticket,0 days 03:05:04,0.1285,37.8756,37.6939,2
Case 1566,Resolve ticket,0 days 04:21:41,0.1817,37.6939,37.8756,3
Case 1566,Closed,37 days 16:39:09,37.6939,0.0,38.0041,4
Case 2549,Assign seriousness,0 days 00:00:00,0.0,44.005,0.0,1
Case 2549,Take in charge ticket,0 days 02:17:45,0.0957,43.9093,43.9048,2
Case 2549,Resolve ticket,0 days 00:06:31,0.0045,43.9048,43.9093,3
Case 2549,Closed,43 days 21:42:55,43.9048,0.0,44.005,4
Case 4238,Assign seriousness,0 days 00:00:00,0.0,38.003,0.0,1
Case 4238,Take in charge ticket,0 days 00:39:31,0.0274,37.9756,37.8665,2
Case 4238,Resolve ticket,0 days 02:37:06,0.1091,37.8665,37.9756,3
Case 4238,Closed,37 days 20:47:46,37.8665,0.0,38.003,4
Case 1103,Assign seriousness,0 days 00:00:00,0.0,44.0009,0.0,1
Case 1103,Take in charge ticket,0 days 00:13:36,0.0094,43.9915,43.0531,2
Case 1103,Resolve ticket,0 days 22:31:20,0.9384,43.0531,43.9915,3
Case 1103,Closed,43 days 01:16:25,43.0531,0.0,44.0009,4
Case 768,Assign seriousness,0 days 00:00:00,0.0,50.8779,0.0,1
Case 768,Take in charge ticket,0 days 00:35:31,0.0247,50.8532,43.7982,2
Case 768,Wait,4 days 04:28:41,4.1866,46.6666,46.6666,3
Case 768,Resolve ticket,2 days 20:50:29,2.8684,43.7982,50.8532,4
Case 768,Closed,43 days 19:09:21,43.7982,0.0,50.8779,5
Case 741,Assign seriousness,0 days 00:00:00,0.0,38.0067,0.0,1
Case 741,Take in charge ticket,0 days 04:43:04,0.1966,37.8101,33.0494,2
Case 741,Resolve ticket,4 days 18:15:24,4.7607,33.0494,37.8101,3
Case 741,Closed,33 days 01:11:06,33.0494,0.0,38.0067,4
Case 3320,Assign seriousness,0 days 00:00:00,0.0,48.0102,-0.0,1
Case 3320,Take in charge ticket,0 days 00:00:10,0.0001,48.0101,47.0978,2
Case 3320,Resolve ticket,0 days 21:53:46,0.9123,47.0978,48.0101,3
Case 3320,Closed,47 days 02:20:46,47.0978,-0.0,48.0102,4
Case 3891,Assign seriousness,0 days 00:00:00,0.0,38.0042,0.0,1
Case 3891,Take in charge ticket,0 days 00:44:01,0.0306,37.9736,37.9731,2
Case 3891,Resolve ticket,0 days 00:00:39,0.0005,37.9731,37.9736,3
Case 3891,Closed,37 days 23:21:14,37.9731,0.0,38.0042,4
Case 2846,Assign seriousness,0 days 00:00:00,0.0,48.8763,0.0,1
Case 2846,Take in charge ticket,0 days 01:21:55,0.0569,48.8194,45.0003,2
Case 2846,Wait,0 days 04:05:00,0.1701,48.6493,48.6493,3
Case 2846,Resolve ticket,3 days 15:34:32,3.649,45.0003,48.8194,4
Case 2846,Closed,45 days 00:00:28,45.0003,0.0,48.8763,5
Case 2491,Assign seriousness,0 days 00:00:00,0.0,48.0071,-0.0,1
Case 2491,Take in charge ticket,0 days 00:00:07,0.0001,48.007,42.9151,2
Case 2491,Resolve ticket,5 days 02:12:20,5.0919,42.9151,48.007,3
Case 2491,Closed,42 days 21:57:47,42.9151,-0.0,48.0071,4
Case 2347,Assign seriousness,0 days 00:00:00,0.0,44.007,0.0,1
Case 2347,Resolve ticket,0 days 00:26:25,0.0183,43.9887,43.9887,2
Case 2347,Closed,43 days 23:43:44,43.9887,0.0,44.007,3
Case 2012,Assign seriousness,0 days 00:00:00,0.0,48.0043,0.0,1
Case 2012,Take in charge ticket,0 days 00:01:05,0.0008,48.0035,47.9002,2
Case 2012,Resolve ticket,0 days 02:28:44,0.1033,47.9002,48.0035,3
Case 2012,Closed,47 days 21:36:20,47.9002,0.0,48.0043,4
Case 52,Assign seriousness,0 days 00:00:00,0.0,48.0017,0.0,1
Case 52,Take in charge ticket,0 days 00:00:09,0.0001,48.0016,47.1906,2
Case 52,Resolve ticket,0 days 19:27:53,0.811,47.1906,48.0016,3
Case 52,Closed,47 days 04:34:27,47.1906,0.0,48.0017,4
Case 2592,Assign seriousness,0 days 00:00:00,0.0,38.0063,0.0,1
Case 2592,Take in charge ticket,0 days 00:00:11,0.0001,38.0062,37.2211,2
Case 2592,Resolve ticket,0 days 18:50:33,0.7851,37.2211,38.0062,3
Case 2592,Closed,37 days 05:18:23,37.2211,0.0,38.0063,4
Case 1801,Assign seriousness,0 days 00:00:00,0.0,44.0021,0.0,1
Case 1801,Take in charge ticket,0 days 15:18:12,0.6376,43.3645,39.0246,2
Case 1801,Resolve ticket,4 days 08:09:26,4.3399,39.0246,43.3645,3
Case 1801,Closed,39 days 00:35:27,39.0246,0.0,44.0021,4
Case 882,Assign seriousness,0 days 00:00:00,0.0,37.9999,0.0,1
Case 882,Take in charge ticket,0 days 18:23:54,0.7666,37.2333,37.0181,2
Case 882,Resolve ticket,0 days 05:09:52,0.2152,37.0181,37.2333,3
Case 882,Closed,37 days 00:26:08,37.0181,0.0,37.9999,4
Case 811,Assign seriousness,0 days 00:00:00,0.0,40.0041,0.0,1
Case 811,Resolve ticket,0 days 00:01:18,0.0009,40.0032,40.0032,2
Case 811,Closed,40 days 00:04:36,40.0032,0.0,40.0041,3
Case 1505,Assign seriousness,0 days 00:00:00,0.0,44.0021,-0.0,1
Case 1505,Take in charge ticket,2 days 18:44:48,2.7811,41.221,41.2109,2
Case 1505,Resolve ticket,0 days 00:14:34,0.0101,41.2109,41.221,3
Case 1505,Closed,41 days 05:03:43,41.2109,-0.0,44.0021,4
Case 293,Assign seriousness,0 days 00:00:00,0.0,48.0069,0.0,1
Case 293,Take in charge ticket,14 days 00:06:13,14.0043,34.0026,30.204,2
Case 293,Resolve ticket,3 days 19:09:55,3.7986,30.204,34.0026,3
Case 293,Closed,30 days 04:53:46,30.204,0.0,48.0069,4
Case 3870,Assign seriousness,0 days 00:00:00,0.0,44.0056,0.0,1
Case 3870,Resolve ticket,6 days 20:36:04,6.8584,37.1472,37.1472,2
Case 3870,Closed,37 days 03:32:00,37.1472,0.0,44.0056,3
Case 4522,Assign seriousness,0 days 00:00:00,0.0,40.0867,0.0,1
Case 4522,Take in charge ticket,3 days 22:53:25,3.9538,36.1329,32.9858,2
Case 4522,Wait,3 days 01:33:24,3.0649,33.068,33.068,3
Case 4522,Resolve ticket,0 days 01:58:25,0.0822,32.9858,36.1329,4
Case 4522,Closed,32 days 23:39:31,32.9858,0.0,40.0867,5
Case 2250,Assign seriousness,0 days 00:00:00,0.0,45.8045,0.0,1
Case 2250,Wait,16 days 23:24:02,16.975,28.8295,15.0001,2
Case 2250,Resolve ticket,13 days 19:54:18,13.8294,15.0001,28.8295,3
Case 2250,Closed,15 days 00:00:11,15.0001,0.0,45.8045,4
Case 482,Assign seriousness,0 days 00:00:00,0.0,37.0031,0.0,1
Case 482,Resolve ticket,2 days 17:48:24,2.7419,34.2612,34.2612,2
Case 482,Closed,34 days 06:16:05,34.2612,0.0,37.0031,3
Case 613,Assign seriousness,0 days 00:00:00,0.0,44.0011,0.0,1
Case 613,Take in charge ticket,2 days 17:27:40,2.7275,41.2736,41.2719,2
Case 613,Resolve ticket,0 days 00:02:25,0.0017,41.2719,41.2736,3
Case 613,Closed,41 days 06:31:33,41.2719,0.0,44.0011,4
Case 4461,Assign seriousness,0 days 00:00:00,0.0,48.007,-0.0,1
Case 4461,Take in charge ticket,3 days 23:45:35,3.99,44.017,38.2519,2
Case 4461,Resolve ticket,5 days 18:21:48,5.7651,38.2519,44.017,3
Case 4461,Closed,38 days 06:02:40,38.2519,-0.0,48.007,4
Case 3353,Assign seriousness,0 days 00:00:00,0.0,37.006,-0.0,1
Case 3353,Take in charge ticket,0 days 00:54:58,0.0382,36.9678,30.1163,2
Case 3353,Resolve ticket,6 days 20:26:10,6.8515,30.1163,36.9678,3
Case 3353,Closed,30 days 02:47:31,30.1163,-0.0,37.006,4
Case 2684,Assign seriousness,0 days 00:00:18,0.0002,44.0046,0.0,1
Case 2684,Take in charge ticket,2 days 16:16:06,2.6778,41.3268,41.3246,2
Case 2684,Resolve ticket,0 days 00:03:11,0.0022,41.3246,41.3268,3
Case 2684,Closed,41 days 07:47:28,41.3246,0.0,44.0046,4
Case 573,Assign seriousness,0 days 00:00:00,0.0,34.058,0.0,1
Case 573,Take in charge ticket,0 days 00:00:21,0.0002,34.0578,32.9337,2
Case 573,Wait,0 days 01:40:53,0.0701,33.9877,33.9877,3
Case 573,Resolve ticket,1 days 01:17:46,1.054,32.9337,34.0578,4
Case 573,Closed,32 days 22:24:31,32.9337,0.0,34.058,5
Case 2237,Assign seriousness,0 days 00:00:00,0.0,37.0033,0.0,1
Case 2237,Resolve ticket,0 days 00:00:55,0.0006,37.0027,37.0027,2
Case 2237,Closed,37 days 00:03:56,37.0027,0.0,37.0033,3
Case 2388,Assign seriousness,0 days 00:00:00,0.0,36.2827,-0.0,1
Case 2388,Take in charge ticket,7 days 23:37:15,7.9842,28.2985,15.0002,2
Case 2388,Resolve ticket,13 days 07:09:29,13.2983,15.0002,28.2985,3
Case 2388,Closed,15 days 00:00:18,15.0002,-0.0,36.2827,4
Case 2440,Assign seriousness,0 days 00:00:00,0.0,44.0025,0.0,1
Case 2440,Take in charge ticket,0 days 21:16:30,0.8865,43.116,40.114,2
Case 2440,Resolve ticket,3 days 00:02:56,3.002,40.114,43.116,3
Case 2440,Closed,40 days 02:44:07,40.114,0.0,44.0025,4
Case 29,Assign seriousness,0 days 00:00:00,0.0,46.0021,0.0,1
Case 29,Take in charge ticket,0 days 00:00:08,0.0001,46.002,45.9034,2
Case 29,Resolve ticket,0 days 02:22:00,0.0986,45.9034,46.002,3
Case 29,Closed,45 days 21:40:58,45.9034,0.0,46.0021,4
Case 1630,Assign seriousness,0 days 00:00:00,0.0,37.2246,0.0,1
Case 1630,Take in charge ticket,21 days 22:51:19,21.9523,15.2723,15.0001,2
Case 1630,Resolve ticket,0 days 06:32:00,0.2722,15.0001,15.2723,3
Case 1630,Closed,15 days 00:00:11,15.0001,0.0,37.2246,4
Case 2096,Assign seriousness,0 days 00:00:00,0.0,46.0048,0.0,1
Case 2096,Take in charge ticket,1 days 04:29:08,1.1869,44.8179,36.0085,2
Case 2096,Resolve ticket,8 days 19:25:33,8.8094,36.0085,44.8179,3
Case 2096,Closed,36 days 00:12:15,36.0085,0.0,46.0048,4
Case 2789,Assign seriousness,0 days 00:00:00,0.0,44.0044,0.0,1
Case 2789,Take in charge ticket,1 days 04:15:55,1.1777,42.8267,42.8265,2
Case 2789,Resolve ticket,0 days 00:00:18,0.0002,42.8265,42.8267,3
Case 2789,Closed,42 days 19:50:06,42.8265,0.0,44.0044,4
Case 261,Assign seriousness,0 days 00:00:00,0.0,32.8882,-0.0,1
Case 261,Take in charge ticket,0 days 00:00:22,0.0003,32.8879,32.7915,2
Case 261,Resolve ticket,0 days 02:18:49,0.0964,32.7915,32.8879,3
Case 261,Closed,32 days 18:59:44,32.7915,-0.0,32.8882,4
Case 2342,Assign seriousness,0 days 00:00:00,0.0,42.8163,-0.0,1
Case 2342,Take in charge ticket,14 days 03:06:27,14.1295,28.6868,15.0001,2
Case 2342,Wait,0 days 20:10:42,0.8408,27.846,27.846,3
Case 2342,Resolve ticket,12 days 20:18:05,12.8459,15.0001,28.6868,4
Case 2342,Closed,15 days 00:00:12,15.0001,-0.0,42.8163,5
Case 2374,Assign seriousness,0 days 00:00:00,0.0,38.0011,0.0,1
Case 2374,Take in charge ticket,0 days 01:31:14,0.0634,37.9377,37.9375,2
Case 2374,Resolve ticket,0 days 00:00:18,0.0002,37.9375,37.9377,3
Case 2374,Closed,37 days 22:30:04,37.9375,0.0,38.0011,4
Case 4106,Assign seriousness,0 days 00:00:00,0.0,46.0015,0.0,1
Case 4106,Take in charge ticket,0 days 00:00:38,0.0004,46.0011,45.2769,2
Case 4106,Resolve ticket,0 days 17:22:49,0.7242,45.2769,46.0011,3
Case 4106,Closed,45 days 06:38:40,45.2769,0.0,46.0015,4
Case 1169,Assign seriousness,0 days 00:00:00,0.0,46.0056,0.0,1
Case 1169,Resolve ticket,0 days 22:34:05,0.9403,45.0653,45.0653,2
Case 1169,Closed,45 days 01:34:02,45.0653,0.0,46.0056,3
Case 1116,Assign seriousness,0 days 00:00:00,0.0,43.9731,0.0,1
Case 1116,Take in charge ticket,0 days 23:40:57,0.9868,42.9863,15.0002,2
Case 1116,Resolve ticket,27 days 23:40:03,27.9861,15.0002,42.9863,3
Case 1116,Closed,15 days 00:00:14,15.0002,0.0,43.9731,4
Case 2415,Assign seriousness,0 days 00:00:00,0.0,46.0038,0.0,1
Case 2415,Take in charge ticket,0 days 23:39:12,0.9856,45.0182,37.0758,2
Case 2415,Resolve ticket,7 days 22:37:07,7.9424,37.0758,45.0182,3
Case 2415,Closed,37 days 01:49:11,37.0758,0.0,46.0038,4
Case 1122,Assign seriousness,0 days 00:00:00,0.0,38.0071,-0.0,1
Case 1122,Take in charge ticket,0 days 00:00:09,0.0001,38.007,37.8789,2
Case 1122,Resolve ticket,0 days 03:04:31,0.1281,37.8789,38.007,3
Case 1122,Closed,37 days 21:05:35,37.8789,-0.0,38.0071,4
Case 901,Assign seriousness,0 days 00:00:00,0.0,46.006,0.0,1
Case 901,Resolve ticket,2 days 08:03:34,2.3358,43.6702,43.6702,2
Case 901,Closed,43 days 16:05:08,43.6702,0.0,46.006,3
Case 1817,Assign seriousness,0 days 00:00:00,0.0,38.0026,0.0,1
Case 1817,Take in charge ticket,0 days 07:27:40,0.3109,37.6917,35.9257,2
Case 1817,Resolve ticket,1 days 18:23:04,1.766,35.9257,37.6917,3
Case 1817,Closed,35 days 22:12:58,35.9257,0.0,38.0026,4
Case 4037,Assign seriousness,0 days 00:00:00,0.0,32.0027,0.0,1
Case 4037,Take in charge ticket,0 days 00:00:11,0.0001,32.0026,32.0024,2
Case 4037,Resolve ticket,0 days 00:00:14,0.0002,32.0024,32.0026,3
Case 4037,Closed,32 days 00:03:31,32.0024,0.0,32.0027,4
Case 3885,Assign seriousness,0 days 00:00:00,0.0,37.0018,-0.0,1
